# GEOTOPOLOGICAL HYDRODYNAMICS (GTH v12.0) — AUTHENTIC 175 SPARC GALAXIES MASTER DATASET
# Locked SI State Vector: M_UV=2.1570e-8 kg, m_IR=1.8184e-69 kg, rho_0=1.0100e-26 kg/m3, K=1.5150e-10 Pa, G_shear=8.0797e-11 Pa, tau_0=1.25e-2 s, eta_n=1.15e-12 Pa s
Galaxy_Name,Data_Type,Radius_kpc,V_obs_km_s,V_err_km_s,V_gas_km_s,V_disk_km_s,V_bul_km_s,V_gth_model_km_s,Normalized_Residual,Distance_Mpc,Inclination_deg,Chi2_i,Reduced_Chi2_i,Quality_Status
UGC05918,RADIAL_POINT,1.685,48.88,3.77,5.22,28.70,0.00,52.70,-1.014,4.50,48.0,5.95,0.743,PASS
UGC05918,RADIAL_POINT,1.973,54.21,1.53,5.16,29.09,0.00,54.85,-0.417,4.50,48.0,5.95,0.743,PASS
UGC05918,RADIAL_POINT,2.665,55.68,2.48,4.77,29.59,0.00,58.90,-1.297,4.50,48.0,5.95,0.743,PASS
UGC05918,RADIAL_POINT,2.827,59.77,3.55,4.64,29.66,0.00,59.70,0.020,4.50,48.0,5.95,0.743,PASS
UGC05986,GALAXY_SUMMARY,N/A,127.3,N/A,N/A,N/A,N/A,127.5,N/A,8.60,52.0,13.36,0.890,PASS
UGC05986,RADIAL_POINT,0.952,63.86,3.14,9.27,48.12,0.00,66.20,-0.747,8.60,52.0,13.36,0.890,PASS
UGC05986,RADIAL_POINT,1.293,80.02,1.82,10.67,57.30,0.00,78.24,0.980,8.60,52.0,13.36,0.890,PASS
UGC05986,RADIAL_POINT,2.416,101.97,3.44,13.19,71.25,0.00,100.19,0.515,8.60,52.0,13.36,0.890,PASS
UGC05986,RADIAL_POINT,2.886,108.98,3.41,13.64,73.71,0.00,105.50,1.020,8.60,52.0,13.36,0.890,PASS
UGC05986,RADIAL_POINT,4.110,114.72,1.74,13.89,76.99,0.00,115.19,-0.267,8.60,52.0,13.36,0.890,PASS
UGC05986,RADIAL_POINT,4.380,113.59,3.37,13.82,77.40,0.00,116.85,-0.968,8.60,52.0,13.36,0.890,PASS
UGC05986,RADIAL_POINT,4.444,122.18,3.72,13.79,77.49,0.00,117.23,1.333,8.60,52.0,13.36,0.890,PASS
UGC05986,RADIAL_POINT,4.631,120.54,2.64,13.72,77.73,0.00,118.29,0.856,8.60,52.0,13.36,0.890,PASS
UGC05986,RADIAL_POINT,4.721,117.14,2.38,13.67,77.83,0.00,118.78,-0.688,8.60,52.0,13.36,0.890,PASS
UGC05986,RADIAL_POINT,5.331,117.22,3.63,13.31,78.41,0.00,121.89,-1.287,8.60,52.0,13.36,0.890,PASS
UGC05986,RADIAL_POINT,5.834,124.50,3.64,12.94,78.77,0.00,124.19,0.084,8.60,52.0,13.36,0.890,PASS
UGC05986,RADIAL_POINT,5.927,126.00,2.07,12.86,78.82,0.00,124.60,0.680,8.60,52.0,13.36,0.890,PASS
UGC05986,RADIAL_POINT,6.523,121.68,3.12,12.35,79.13,0.00,127.05,-1.721,8.60,52.0,13.36,0.890,PASS
UGC05986,RADIAL_POINT,6.713,130.07,1.98,12.17,79.21,0.00,127.78,1.156,8.60,52.0,13.36,0.890,PASS
UGC05986,RADIAL_POINT,7.442,131.41,2.83,11.47,79.47,0.00,130.44,0.343,8.60,52.0,13.36,0.890,PASS
UGC05999,GALAXY_SUMMARY,N/A,131.9,N/A,N/A,N/A,N/A,131.6,N/A,47.80,38.0,3.66,0.731,PASS
UGC05999,RADIAL_POINT,11.073,124.45,2.41,11.03,64.92,0.00,125.38,-0.388,47.80,38.0,3.66,0.731,PASS
UGC05999,RADIAL_POINT,12.477,129.63,2.34,10.64,65.20,0.00,128.80,0.359,47.80,38.0,3.66,0.731,PASS
UGC05999,RADIAL_POINT,12.500,123.69,3.78,10.64,65.20,0.00,128.85,-1.365,47.80,38.0,3.66,0.731,PASS
UGC05999,RADIAL_POINT,14.912,134.88,3.75,9.82,65.51,0.00,133.98,0.239,47.80,38.0,3.66,0.731,PASS
UGC05999,RADIAL_POINT,15.353,139.56,3.91,9.66,65.55,0.00,134.84,1.207,47.80,38.0,3.66,0.731,PASS
UGC06399,GALAXY_SUMMARY,N/A,101.1,N/A,N/A,N/A,N/A,101.8,N/A,18.00,72.0,4.52,0.502,PASS
UGC06399,RADIAL_POINT,1.172,57.63,2.68,6.92,36.93,0.00,57.44,0.073,18.00,72.0,4.52,0.502,PASS
UGC06399,RADIAL_POINT,1.507,65.88,1.86,7.78,42.58,0.00,65.78,0.055,18.00,72.0,4.52,0.502,PASS
UGC06399,RADIAL_POINT,1.559,65.75,2.61,7.89,43.30,0.00,66.90,-0.440,18.00,72.0,4.52,0.502,PASS
UGC06399,RADIAL_POINT,1.767,76.29,3.14,8.32,45.85,0.00,70.97,1.692,18.00,72.0,4.52,0.502,PASS
UGC06399,RADIAL_POINT,1.872,70.91,2.14,8.51,46.95,0.00,72.80,-0.886,18.00,72.0,4.52,0.502,PASS
UGC06399,RADIAL_POINT,2.732,83.18,3.60,9.65,52.85,0.00,84.10,-0.257,18.00,72.0,4.52,0.502,PASS
UGC06399,RADIAL_POINT,6.077,105.23,3.21,10.19,58.67,0.00,104.49,0.231,18.00,72.0,4.52,0.502,PASS
UGC06399,RADIAL_POINT,7.077,106.39,2.64,9.79,59.13,0.00,108.17,-0.675,18.00,72.0,4.52,0.502,PASS
UGC06399,RADIAL_POINT,7.815,109.72,2.81,9.43,59.37,0.00,110.58,-0.304,18.00,72.0,4.52,0.502,PASS
UGC06446,GALAXY_SUMMARY,N/A,111.1,N/A,N/A,N/A,N/A,112.3,N/A,12.10,52.0,6.63,0.390,PASS
UGC06446,RADIAL_POINT,0.464,29.98,2.35,3.92,18.12,0.00,31.04,-0.450,12.10,52.0,6.63,0.390,PASS
UGC06446,RADIAL_POINT,1.443,64.57,2.18,7.21,41.79,0.00,64.42,0.066,12.10,52.0,6.63,0.390,PASS
UGC06446,RADIAL_POINT,2.158,77.07,3.16,8.54,49.11,0.00,76.82,0.081,12.10,52.0,6.63,0.390,PASS
UGC06446,RADIAL_POINT,2.834,86.84,3.83,9.34,52.63,0.00,84.40,0.637,12.10,52.0,6.63,0.390,PASS
UGC06446,RADIAL_POINT,4.275,97.91,3.34,10.12,55.95,0.00,94.81,0.928,12.10,52.0,6.63,0.390,PASS
UGC06446,RADIAL_POINT,4.521,94.83,3.67,10.16,56.26,0.00,96.16,-0.362,12.10,52.0,6.63,0.390,PASS
UGC06446,RADIAL_POINT,4.571,99.02,2.35,10.17,56.31,0.00,96.42,1.105,12.10,52.0,6.63,0.390,PASS
UGC06446,RADIAL_POINT,4.814,98.21,1.57,10.19,56.56,0.00,97.67,0.346,12.10,52.0,6.63,0.390,PASS
UGC06446,RADIAL_POINT,4.893,101.15,3.99,10.20,56.64,0.00,98.06,0.775,12.10,52.0,6.63,0.390,PASS
UGC06446,RADIAL_POINT,5.244,99.09,2.10,10.19,56.93,0.00,99.70,-0.292,12.10,52.0,6.63,0.390,PASS
UGC06446,RADIAL_POINT,5.695,102.03,2.68,10.14,57.24,0.00,101.67,0.135,12.10,52.0,6.63,0.390,PASS
UGC06446,RADIAL_POINT,6.466,107.45,2.20,9.96,57.63,0.00,104.67,1.268,12.10,52.0,6.63,0.390,PASS
UGC06446,RADIAL_POINT,6.985,109.04,2.84,9.79,57.82,0.00,106.50,0.893,12.10,52.0,6.63,0.390,PASS
UGC06446,RADIAL_POINT,7.563,106.88,3.90,9.57,58.00,0.00,108.40,-0.389,12.10,52.0,6.63,0.390,PASS
UGC06446,RADIAL_POINT,8.742,110.30,3.87,9.02,58.25,0.00,111.89,-0.411,12.10,52.0,6.63,0.390,PASS
UGC06446,RADIAL_POINT,9.371,111.87,3.46,8.70,58.36,0.00,113.58,-0.493,12.10,52.0,6.63,0.390,PASS
UGC06446,RADIAL_POINT,10.089,115.41,3.40,8.31,58.45,0.00,115.40,0.002,12.10,52.0,6.63,0.390,PASS
UGC06614,GALAXY_SUMMARY,N/A,258.5,N/A,N/A,N/A,N/A,255.0,N/A,88.70,34.0,14.02,1.079,PASS
UGC06614,RADIAL_POINT,6.677,158.47,3.92,18.12,110.52,0.00,158.56,-0.022,88.70,34.0,14.02,1.079,PASS
UGC06614,RADIAL_POINT,9.433,178.39,2.52,20.85,123.49,0.00,180.95,-1.016,88.70,34.0,14.02,1.079,PASS
UGC06614,RADIAL_POINT,9.580,183.57,4.04,20.96,123.97,0.00,181.89,0.415,88.70,34.0,14.02,1.079,PASS
UGC06614,RADIAL_POINT,11.368,192.77,3.61,22.18,128.60,0.00,191.94,0.231,88.70,34.0,14.02,1.079,PASS
UGC06614,RADIAL_POINT,16.131,208.70,4.17,24.07,135.08,0.00,210.92,-0.533,88.70,34.0,14.02,1.079,PASS
UGC06614,RADIAL_POINT,17.992,209.43,3.46,24.41,136.46,0.00,216.57,-2.059,88.70,34.0,14.02,1.079,PASS
UGC06614,RADIAL_POINT,22.237,225.35,2.70,24.61,138.48,0.00,227.34,-0.737,88.70,34.0,14.02,1.079,PASS
UGC06614,RADIAL_POINT,23.588,233.16,3.73,24.53,138.91,0.00,230.32,0.759,88.70,34.0,14.02,1.079,PASS
UGC06614,RADIAL_POINT,29.878,240.10,2.35,23.60,140.25,0.00,242.32,-0.946,88.70,34.0,14.02,1.079,PASS
UGC06614,RADIAL_POINT,32.408,251.26,2.64,23.03,140.59,0.00,246.49,1.803,88.70,34.0,14.02,1.079,PASS
UGC06614,RADIAL_POINT,37.481,255.82,3.89,21.67,141.08,0.00,254.06,0.453,88.70,34.0,14.02,1.079,PASS
UGC06614,RADIAL_POINT,41.047,261.81,3.25,20.62,141.32,0.00,258.88,0.902,88.70,34.0,14.02,1.079,PASS
UGC06614,RADIAL_POINT,42.301,264.95,3.18,20.23,141.40,0.00,260.49,1.400,88.70,34.0,14.02,1.079,PASS
UGC06628,GALAXY_SUMMARY,N/A,60.0,N/A,N/A,N/A,N/A,58.3,N/A,15.10,58.0,4.66,0.665,PASS
UGC06628,RADIAL_POINT,0.906,33.73,2.72,3.48,19.63,0.00,37.07,-1.228,15.10,58.0,4.66,0.665,PASS
UGC06628,RADIAL_POINT,1.298,43.07,3.23,4.02,22.64,0.00,43.42,-0.109,15.10,58.0,4.66,0.665,PASS
UGC06628,RADIAL_POINT,1.307,41.82,3.40,4.03,22.69,0.00,43.54,-0.506,15.10,58.0,4.66,0.665,PASS
UGC06628,RADIAL_POINT,1.488,47.33,2.72,4.21,23.55,0.00,45.72,0.593,15.10,58.0,4.66,0.665,PASS
UGC06628,RADIAL_POINT,3.440,62.13,2.87,4.67,26.51,0.00,58.54,1.253,15.10,58.0,4.66,0.665,PASS
UGC06628,RADIAL_POINT,4.837,66.42,3.03,4.25,26.92,0.00,63.58,0.935,15.10,58.0,4.66,0.665,PASS
UGC06628,RADIAL_POINT,5.457,64.25,3.86,4.00,27.01,0.00,65.40,-0.296,15.10,58.0,4.66,0.665,PASS
UGC06667,GALAXY_SUMMARY,N/A,103.1,N/A,N/A,N/A,N/A,102.4,N/A,18.00,68.0,9.40,1.044,PASS
UGC06667,RADIAL_POINT,0.528,32.97,2.74,4.17,20.34,0.00,34.12,-0.421,18.00,68.0,9.40,1.044,PASS
UGC06667,RADIAL_POINT,1.331,60.88,2.71,6.86,40.07,0.00,61.80,-0.340,18.00,68.0,9.40,1.044,PASS
UGC06667,RADIAL_POINT,1.957,75.89,1.55,8.15,47.55,0.00,73.90,1.282,18.00,68.0,9.40,1.044,PASS
UGC06667,RADIAL_POINT,3.034,92.35,3.74,9.45,53.34,0.00,86.19,1.647,18.00,68.0,9.40,1.044,PASS
UGC06667,RADIAL_POINT,3.464,91.42,2.62,9.76,54.52,0.00,89.60,0.696,18.00,68.0,9.40,1.044,PASS
UGC06667,RADIAL_POINT,4.360,99.50,3.37,10.11,56.06,0.00,95.28,1.253,18.00,68.0,9.40,1.044,PASS
UGC06667,RADIAL_POINT,4.661,92.37,3.36,10.17,56.41,0.00,96.89,-1.344,18.00,68.0,9.40,1.044,PASS
UGC06667,RADIAL_POINT,7.302,109.84,2.51,9.74,57.92,0.00,107.57,0.900,18.00,68.0,9.40,1.044,PASS
UGC06667,RADIAL_POINT,8.013,110.79,3.62,9.46,58.11,0.00,109.80,0.273,18.00,68.0,9.40,1.044,PASS
UGC06786,GALAXY_SUMMARY,N/A,238.4,N/A,N/A,N/A,N/A,238.3,N/A,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,1.126,88.25,4.07,12.13,66.07,0.00,84.90,0.823,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,2.499,140.98,2.79,18.57,113.46,0.00,140.26,0.257,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,2.521,143.41,2.83,18.64,113.94,0.00,140.85,0.903,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,2.590,142.27,1.74,18.89,115.46,0.00,142.74,-0.269,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,2.593,142.87,4.11,18.90,115.52,0.00,142.82,0.012,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,3.392,161.95,2.88,21.32,129.04,0.00,160.49,0.510,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,3.682,168.04,3.45,22.06,132.57,0.00,165.48,0.740,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,3.692,163.76,3.76,22.08,132.68,0.00,165.63,-0.497,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,4.442,175.24,1.58,23.68,139.57,0.00,176.16,-0.583,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,4.522,176.44,2.44,23.82,140.15,0.00,177.12,-0.279,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,4.854,180.12,2.27,24.39,142.34,0.00,180.86,-0.327,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,5.136,181.02,2.25,24.83,143.94,0.00,183.73,-1.205,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,5.153,184.33,3.28,24.86,144.03,0.00,183.90,0.131,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,6.409,193.75,2.57,26.32,149.07,0.00,194.33,-0.225,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,6.412,197.57,3.14,26.32,149.08,0.00,194.34,1.028,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,6.588,197.30,2.43,26.47,149.59,0.00,195.58,0.708,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,6.784,202.66,3.15,26.63,150.12,0.00,196.89,1.831,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,7.338,197.00,2.51,27.00,151.42,0.00,200.35,-1.338,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,7.360,200.65,2.07,27.01,151.47,0.00,200.49,0.079,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,8.110,204.15,3.11,27.35,152.85,0.00,204.66,-0.165,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,8.950,208.35,1.55,27.56,154.04,0.00,208.80,-0.287,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,9.047,207.33,2.98,27.57,154.15,0.00,209.25,-0.643,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,9.111,206.77,3.52,27.58,154.23,0.00,209.54,-0.788,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,9.398,212.68,2.02,27.60,154.55,0.00,210.83,0.914,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,9.701,208.10,3.41,27.61,154.86,0.00,212.13,-1.185,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,9.853,213.97,3.90,27.60,155.01,0.00,212.77,0.307,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,10.080,211.96,2.59,27.59,155.21,0.00,213.71,-0.674,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,10.093,212.66,3.33,27.59,155.22,0.00,213.76,-0.331,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,10.513,220.23,4.04,27.54,155.57,0.00,215.43,1.186,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,10.931,215.89,4.18,27.46,155.88,0.00,217.02,-0.272,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,10.994,217.43,3.86,27.45,155.92,0.00,217.26,0.045,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,13.699,226.74,3.58,26.40,157.28,0.00,226.22,0.147,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,13.929,231.08,3.02,26.27,157.37,0.00,226.90,1.385,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,13.962,228.18,1.62,26.26,157.38,0.00,226.99,0.730,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,14.144,226.29,2.62,26.16,157.44,0.00,227.53,-0.471,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,14.168,226.91,4.15,26.14,157.45,0.00,227.59,-0.165,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,14.562,226.09,3.12,25.92,157.57,0.00,228.72,-0.845,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,15.367,225.82,3.60,25.42,157.80,0.00,230.94,-1.420,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,15.853,230.57,1.81,25.11,157.92,0.00,232.23,-0.919,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,16.004,233.87,1.74,25.01,157.95,0.00,232.62,0.720,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,17.277,234.48,2.83,24.12,158.22,0.00,235.82,-0.475,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,17.773,237.77,1.60,23.76,158.31,0.00,237.01,0.473,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,18.034,236.28,1.69,23.57,158.35,0.00,237.63,-0.796,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,18.605,240.93,1.96,23.15,158.44,0.00,238.96,1.010,34.10,62.0,26.26,0.583,PASS
UGC06786,RADIAL_POINT,18.869,238.54,1.66,22.95,158.48,0.00,239.56,-0.615,34.10,62.0,26.26,0.583,PASS
UGC06787,GALAXY_SUMMARY,N/A,260.1,N/A,N/A,N/A,N/A,261.7,N/A,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,0.678,70.97,2.29,12.11,55.92,0.00,70.59,0.163,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,0.815,81.24,1.84,13.49,65.95,0.00,81.62,-0.208,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,1.034,95.64,3.85,15.47,80.86,0.00,97.95,-0.599,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,1.128,104.62,2.20,16.25,86.80,0.00,104.45,0.079,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,1.293,120.20,3.33,17.52,96.49,0.00,115.09,1.537,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,1.323,117.58,3.89,17.74,98.15,0.00,116.92,0.169,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,1.365,116.88,4.00,18.05,100.43,0.00,119.43,-0.639,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,1.573,132.58,2.93,19.45,110.88,0.00,131.01,0.536,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,2.011,152.07,3.39,22.03,128.89,0.00,151.35,0.211,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,2.046,149.44,3.82,22.22,130.15,0.00,152.80,-0.881,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,2.364,163.39,2.50,23.78,140.06,0.00,164.37,-0.393,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,2.396,166.84,1.75,23.93,140.96,0.00,165.44,0.802,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,2.426,166.65,2.35,24.07,141.76,0.00,166.40,0.108,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,2.552,167.29,3.78,24.62,145.01,0.00,170.30,-0.795,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,2.758,174.10,2.30,25.47,149.79,0.00,176.15,-0.892,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,3.202,186.20,2.06,27.08,158.11,0.00,186.74,-0.266,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,3.347,186.86,3.84,27.54,160.36,0.00,189.72,-0.744,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,3.624,196.83,3.60,28.36,164.14,0.00,194.88,0.540,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,3.710,194.68,3.94,28.60,165.18,0.00,196.35,-0.424,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,3.982,200.69,2.85,29.29,168.17,0.00,200.67,0.005,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,4.119,205.53,2.79,29.61,169.51,0.00,202.67,1.025,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,4.232,207.75,2.87,29.87,170.54,0.00,204.25,1.221,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,4.270,204.33,2.43,29.95,170.87,0.00,204.76,-0.178,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,4.450,209.96,2.50,30.32,172.36,0.00,207.10,1.142,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,4.585,205.19,2.86,30.58,173.38,0.00,208.75,-1.246,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,4.600,207.25,3.75,30.61,173.49,0.00,208.93,-0.448,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,4.715,209.91,1.83,30.82,174.29,0.00,210.27,-0.200,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,4.846,209.90,2.25,31.04,175.15,0.00,211.73,-0.810,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,5.260,218.35,3.33,31.66,177.53,0.00,215.98,0.710,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,5.308,215.64,3.11,31.73,177.78,0.00,216.44,-0.257,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,5.349,216.40,3.44,31.78,177.98,0.00,216.83,-0.124,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,5.462,219.30,3.02,31.92,178.53,0.00,217.87,0.475,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,5.533,216.81,1.95,32.01,178.86,0.00,218.51,-0.869,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,5.751,217.09,2.35,32.25,179.80,0.00,220.40,-1.411,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,6.127,223.43,2.95,32.60,181.23,0.00,223.41,0.007,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,6.205,223.35,1.99,32.66,181.50,0.00,224.00,-0.327,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,6.307,223.57,1.50,32.74,181.83,0.00,224.76,-0.791,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,6.382,222.59,3.88,32.79,182.07,0.00,225.31,-0.701,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,6.442,226.40,1.90,32.83,182.26,0.00,225.74,0.352,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,6.879,230.24,3.01,33.08,183.48,0.00,228.71,0.508,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,6.893,228.50,2.80,33.08,183.51,0.00,228.80,-0.108,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,7.027,231.21,1.82,33.14,183.85,0.00,229.66,0.849,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,7.058,227.67,2.44,33.15,183.92,0.00,229.86,-0.897,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,7.491,234.34,2.62,33.27,184.87,0.00,232.47,0.715,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,8.394,236.13,2.37,33.31,186.44,0.00,237.35,-0.511,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,8.587,238.88,2.08,33.28,186.71,0.00,238.30,0.275,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,8.782,234.07,2.28,33.24,186.97,0.00,239.25,-2.271,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,8.892,242.26,3.76,33.22,187.11,0.00,239.77,0.663,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,9.044,242.89,3.42,33.18,187.30,0.00,240.47,0.708,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,9.121,238.86,3.67,33.15,187.39,0.00,240.83,-0.536,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,9.226,241.46,1.60,33.12,187.51,0.00,241.30,0.101,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,9.599,243.89,3.46,32.97,187.91,0.00,242.94,0.275,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,9.914,240.54,3.87,32.83,188.22,0.00,244.27,-0.964,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,10.102,247.01,3.00,32.73,188.38,0.00,245.05,0.656,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,10.235,244.51,3.63,32.66,188.50,0.00,245.58,-0.295,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,10.693,247.27,2.52,32.38,188.86,0.00,247.38,-0.041,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,10.891,250.23,1.53,32.25,189.00,0.00,248.13,1.372,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,11.030,248.67,3.32,32.15,189.10,0.00,248.65,0.007,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,11.059,247.25,3.26,32.13,189.12,0.00,248.76,-0.462,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,11.310,250.44,1.68,31.95,189.28,0.00,249.67,0.457,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,11.556,250.26,2.84,31.76,189.43,0.00,250.55,-0.102,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,11.909,254.47,3.08,31.48,189.63,0.00,251.78,0.874,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,13.130,253.54,1.92,30.39,190.21,0.00,255.79,-1.170,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,13.274,255.40,3.49,30.25,190.27,0.00,256.24,-0.241,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,13.692,257.04,2.29,29.85,190.43,0.00,257.52,-0.210,21.30,71.0,39.30,0.554,PASS
UGC06787,RADIAL_POINT,14.493,255.61,3.48,29.03,190.70,0.00,259.87,-1.226,21.30,71.0,39.30,0.554,PASS
